ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY
878534648,0,26-Aug-62,37,0,12,14000,No,65000,Yes,F,Below High School,Clerical,26,Private,15820,4,Minivan,yes,5697,4,No,2,9467,6,1,Highly Urban/ Urban
721800576,0,1-Feb-65,34,0,7,18000,No,,No,F,High School,Clerical,20,Private,6720,4,SUV,no,3050,2,No,3,1729,1,1,Highly Urban/ Urban
132609655,0,9-Jun-68,31,1,12,42000,No,149000,Yes,F,High School,Blue Collar,22,Commercial,8900,10,SUV,no,0,0,No,0,0,1,0,Highly Urban/ Urban
355053726,0,17-Oct-58,41,0,8,97000,No,295000,Yes,F,PhD,Doctor,43,Private,38820,1,SUV,no,0,0,No,3,0,8,0,Highly Urban/ Urban
358163280,0,15-Aug-74,25,2,12,48000,Yes,160000,No,M,High School,Clerical,5,Commercial,8800,7,Pickup,no,0,0,No,3,2912,9,1,Highly Urban/ Urban
628631375,0,25-Jun-47,52,0,13,160000,No,,No,M,Masters,Manager,8,Commercial,19170,1,Van,no,16951,5,No,3,0,11,0,Highly Urban/ Urban
695751615,0,7-Oct-51,48,0,13,21000,No,160000,Yes,M,Below High School,Clerical,15,Private,18570,3,Van,no,0,0,No,0,0,6,0,Highly Urban/ Urban
508152783,2,17-Mar-59,40,3,10,30000,Yes,,No,F,Below High School,Clerical,47,Private,14630,10,SUV,no,0,0,No,0,0,1,0,Highly Rural/ Rural
745699242,0,1-Feb-44,55,0,13,91000,No,274000,No,M,Masters,Lawyer,27,Private,7000,17,Pickup,no,0,0,No,3,0,15,0,Highly Urban/ Urban
624485602,0,21-Oct-55,44,0,12,46000,No,,No,F,Below High School,Blue Collar,22,Private,10520,6,Minivan,no,1994,3,No,2,0,1,0,Highly Urban/ Urban
845037017,0,11-Apr-62,37,0,11,33000,No,,No,M,High School,Clerical,52,Commercial,30340,1,Panel Truck,no,0,0,No,0,0,8,0,Highly Urban/ Urban
314329596,0,23-Dec-57,41,0,8,95000,No,306000,No,M,Bachelors,Professional,57,Commercial,21690,6,Van,yes,11742,3,No,6,3107,8,1,Highly Urban/ Urban
814683897,0,20-Jan-53,46,0,13,171000,No,459000,Yes,M,PhD,Manager,30,Private,23730,1,Minivan,no,0,0,No,0,0,15,0,Highly Urban/ Urban
843069544,0,23-Jan-48,51,0,14,90000,No,288000,No,F,Bachelors,Clerical,32,Private,10460,1,SUV,no,21581,2,Yes,0,0,8,0,Highly Urban/ Urban
452060057,0,13-Oct-43,56,0,13,40000,No,193000,No,M,High School,Blue Collar,10,Commercial,2690,6,Minivan,yes,0,0,No,0,159,1,1,Highly Rural/ Rural
137064945,0,7-Jun-66,33,1,0,0,No,,Yes,F,Below High School,Student,31,Private,16080,6,Pickup,no,2942,2,No,1,0,1,0,Highly Urban/ Urban
143236523,0,13-Jul-59,40,0,9,68000,No,253000,Yes,M,Masters,Lawyer,20,Private,12340,9,Minivan,yes,0,0,No,1,0,15,0,Highly Urban/ Urban
828313985,0,21-Mar-39,60,0,13,55000,No,190000,Yes,F,Masters,Lawyer,6,Private,17100,1,SUV,no,0,0,No,2,1200,,1,Highly Urban/ Urban
103995962,0,9-May-65,34,3,14,31000,No,159000,Yes,F,Below High School,Blue Collar,16,Private,12710,1,SUV,no,0,0,No,0,0,5,0,Highly Rural/ Rural
515125019,0,4-Nov-59,40,1,11,29000,No,119000,Yes,M,High School,Clerical,5,Commercial,9240,1,Pickup,no,0,0,Yes,1,920,2,1,Highly Urban/ Urban
855474467,0,23-May-55,44,3,12,60000,No,197000,Yes,F,High School,Clerical,50,Commercial,23950,7,Panel Truck,yes,0,0,No,1,0,6,0,Highly Urban/ Urban
946949662,0,11-Jan-60,39,0,9,41000,No,170000,Yes,F,High School,Professional,9,Private,5570,1,SUV,no,24183,2,No,3,0,8,0,Highly Urban/ Urban
735275433,0,6-Mar-55,44,0,10,80000,No,242000,No,M,Bachelors,Professional,35,Private,13940,6,Minivan,yes,5049,3,No,7,0,7,0,Highly Urban/ Urban
609087237,0,10-Nov-42,57,2,0,0,No,82000,Yes,F,Bachelors,Home Maker,14,Private,1500,6,SUV,no,8694,3,No,1,3235,5,1,Highly Urban/ Urban
976088573,0,17-Apr-55,44,0,12,52000,No,211000,Yes,F,Bachelors,Clerical,35,Private,11240,1,Sports Car,no,0,0,No,0,0,11,0,Highly Rural/ Rural
491718211,0,1-May-47,52,0,13,68000,No,216000,Yes,M,Bachelors,Manager,32,Private,1500,7,Minivan,yes,0,0,No,0,0,1,0,Highly Urban/ Urban
815242706,0,6-Sep-66,33,2,12,68000,Yes,,No,M,Masters,Lawyer,26,Private,15090,4,Minivan,yes,6430,3,No,4,0,10,0,Highly Urban/ Urban
643863134,0,19-Mar-52,47,0,0,0,No,53000,Yes,F,Bachelors,Home Maker,52,Private,6430,1,SUV,no,8376,1,No,6,3027,12,1,Highly Urban/ Urban
286029952,0,20-Dec-47,51,0,14,27000,No,132000,Yes,M,High School,Clerical,22,Private,1500,6,Minivan,yes,0,0,No,4,0,1,0,Highly Urban/ Urban
562411110,0,8-Dec-51,47,0,11,31000,No,142000,Yes,M,Below High School,Clerical,38,Private,17460,4,Minivan,yes,7811,3,No,5,0,7,0,Highly Urban/ Urban
695442940,0,26-Apr-48,51,0,8,106000,No,307000,Yes,M,Bachelors,Blue Collar,37,Commercial,12110,1,Pickup,yes,0,0,No,0,0,1,0,Highly Urban/ Urban
144963475,0,3-May-59,40,3,13,38000,No,164000,Yes,M,Below High School,Blue Collar,55,Commercial,11610,7,Pickup,yes,0,0,No,0,0,1,0,Highly Rural/ Rural
447025309,0,15-Jun-80,19,4,14,2000,No,78000,Yes,M,High School,Student,43,Private,12720,10,Minivan,no,0,0,No,0,0,,0,Highly Rural/ Rural
538542741,0,3-May-40,59,0,11,40000,No,190000,Yes,F,Bachelors,Home Maker,13,Commercial,21190,7,Pickup,no,0,0,No,1,0,10,0,Highly Rural/ Rural
187694741,0,20-Feb-54,45,1,0,0,No,97000,Yes,F,Masters,Lawyer,42,Private,11100,1,SUV,no,0,0,No,0,0,10,0,Highly Rural/ Rural
898993547,1,24-Oct-60,39,2,11,11000,No,,Yes,F,High School,Student,10,Private,5600,1,SUV,no,0,0,No,2,3766,6,1,Highly Urban/ Urban
444802034,0,16-Sep-57,42,1,10,106000,No,304000,Yes,M,Masters,Manager,32,Commercial,24040,4,Panel Truck,no,0,0,No,1,0,20,0,Highly Urban/ Urban
578861838,1,21-Apr-55,44,1,0,0,No,,Yes,M,High School,Student,20,Commercial,8660,7,Pickup,yes,0,0,No,1,1493,1,1,Highly Urban/ Urban
547213579,0,7-Aug-48,51,0,,54000,No,197000,Yes,F,Bachelors,Manager,38,Private,12010,4,Minivan,no,0,0,No,3,0,14,0,Highly Urban/ Urban
670318770,0,2-Apr-61,38,3,12,61000,Yes,,No,F,Bachelors,Professional,36,Private,5300,7,Sports Car,no,0,0,No,0,0,7,0,Highly Rural/ Rural
162905270,0,13-Jan-53,46,0,10,45000,No,,No,M,Masters,Lawyer,39,Private,27130,6,Minivan,yes,6939,3,No,0,0,21,0,Highly Urban/ Urban
940289216,0,6-Jun-61,38,2,14,58000,Yes,189000,No,F,Bachelors,Professional,22,Private,5300,10,Sports Car,no,5892,2,No,0,8714,17,1,Highly Urban/ Urban
983789161,1,1-Nov-61,38,2,13,58000,No,200000,Yes,M,Bachelors,Blue Collar,24,Private,26650,10,Minivan,no,0,0,No,1,0,8,0,Highly Rural/ Rural
620091221,1,3-Jan-37,62,1,11,67000,No,263000,Yes,M,Bachelors,Manager,49,Private,29350,1,SUV,yes,0,0,No,0,0,1,0,Highly Urban/ Urban
145689030,0,11-Apr-48,51,0,0,0,No,,No,F,Bachelors,Home Maker,33,Private,4270,4,Sports Car,no,0,0,No,5,1488,9,1,Highly Urban/ Urban
259127860,0,29-Nov-44,54,0,11,67000,No,262000,Yes,M,Below High School,Blue Collar,32,Commercial,34300,10,Panel Truck,no,9485,3,No,0,0,1,0,Highly Rural/ Rural
580228287,0,6-May-77,22,1,8,19000,Yes,,No,F,High School,Clerical,21,Private,10800,10,SUV,no,0,0,No,3,6407,1,1,Highly Urban/ Urban
57072297,0,23-Nov-43,55,0,0,0,No,112000,Yes,F,PhD,Home Maker,34,Private,7000,9,SUV,no,6479,1,No,0,0,14,0,Highly Urban/ Urban
770585650,0,7-Oct-52,47,0,12,59000,No,,No,M,PhD,Unknown,20,Commercial,6200,18,Pickup,yes,0,0,No,0,0,7,0,Highly Urban/ Urban
330863774,0,22-Dec-61,37,3,16,6000,No,110000,Yes,F,Bachelors,Home Maker,39,Private,5840,1,Sports Car,no,6247,4,No,4,378,12,1,Highly Urban/ Urban
614629799,0,23-Sep-58,41,0,8,54000,No,,No,F,Bachelors,Blue Collar,45,Commercial,6960,8,SUV,no,10823,3,No,0,3424,14,1,Highly Urban/ Urban
125449255,0,17-May-60,39,1,15,31000,No,159000,Yes,F,High School,Clerical,39,Private,13140,9,SUV,no,5101,3,No,6,3731,7,1,Highly Rural/ Rural
131251943,0,21-Jun-67,32,2,12,67000,Yes,,No,F,Bachelors,Manager,39,Private,11420,6,SUV,no,0,0,No,0,0,13,0,Highly Urban/ Urban
352908590,0,27-Jul-35,64,0,10,37000,No,,No,M,Masters,Lawyer,14,Private,11640,1,SUV,no,0,0,No,0,3504,15,1,Highly Urban/ Urban
695909150,0,11-Dec-40,58,0,12,72000,No,215000,Yes,M,Below High School,Blue Collar,37,Private,13020,11,Minivan,no,0,0,No,1,0,6,0,Highly Urban/ Urban
475225902,0,17-Feb-64,35,2,13,29000,No,116000,Yes,M,Below High School,Blue Collar,37,Commercial,7880,1,Pickup,yes,2569,2,No,5,2531,1,1,Highly Urban/ Urban
213361324,0,11-Apr-44,55,0,14,72000,No,210000,Yes,M,PhD,Manager,28,Commercial,27130,1,Panel Truck,no,4957,3,No,0,0,11,0,Highly Urban/ Urban
842110768,0,30-Sep-70,29,1,13,27000,No,146000,Yes,M,High School,Clerical,33,Private,12200,1,Pickup,yes,0,0,No,1,0,1,0,Highly Urban/ Urban
62112142,0,6-Apr-63,36,0,11,53000,No,170000,No,M,Masters,Lawyer,26,Private,12590,10,Minivan,yes,0,0,No,2,0,10,0,Highly Urban/ Urban
834206334,2,13-Aug-38,61,2,16,9000,Yes,,No,F,PhD,Home Maker,45,Private,8470,6,Sports Car,no,0,0,No,3,0,12,0,Highly Rural/ Rural
818920602,0,13-Feb-44,55,0,11,152000,No,,No,M,PhD,Unknown,14,Commercial,22220,1,Van,yes,3005,2,No,6,0,,0,Highly Urban/ Urban
632270287,0,4-Jun-49,50,0,8,22000,No,149000,Yes,M,Below High School,Blue Collar,42,Commercial,17990,1,Van,no,5228,2,No,5,0,1,0,Highly Urban/ Urban
497564431,0,31-Aug-42,57,0,12,62000,No,,No,F,Masters,Lawyer,23,Private,7680,4,SUV,no,0,0,No,0,0,9,0,Highly Rural/ Rural
569910251,0,29-Oct-43,56,0,8,56000,No,,Yes,F,High School,Professional,61,Private,14180,4,SUV,no,3387,2,No,1,7042,10,1,Highly Urban/ Urban
863439012,0,12-Dec-51,47,0,9,106000,No,,No,M,Bachelors,Manager,47,Private,15810,7,Minivan,no,0,0,No,0,0,12,0,Highly Urban/ Urban
131496841,0,10-Feb-54,45,2,11,89000,Yes,216000,No,F,Masters,Unknown,5,Commercial,14880,6,Pickup,no,0,0,No,4,0,13,0,Highly Urban/ Urban
160803643,0,24-Aug-42,57,0,8,99000,No,309000,Yes,F,Masters,Professional,14,Private,17070,4,Minivan,no,0,0,No,0,0,19,0,Highly Urban/ Urban
568743363,0,3-Nov-62,37,3,15,72000,Yes,,No,F,Bachelors,Professional,46,Private,12400,1,SUV,no,1109,3,No,8,5492,1,1,Highly Urban/ Urban
205873423,0,24-Mar-66,33,3,12,14000,No,142000,Yes,F,Below High School,Clerical,37,Private,32280,10,SUV,no,0,0,No,4,0,6,0,Highly Rural/ Rural
810440934,0,8-May-54,45,0,10,63000,No,208000,Yes,F,Bachelors,Clerical,34,Private,29080,4,Sports Car,no,2631,3,No,4,0,5,0,Highly Urban/ Urban
609885620,0,12-Dec-47,51,0,14,18000,No,,Yes,F,High School,Student,61,Commercial,17500,6,SUV,no,0,0,No,0,2098,7,1,Highly Urban/ Urban
705419297,0,29-Nov-57,41,0,11,71000,No,214000,No,F,Bachelors,Blue Collar,31,Commercial,12730,1,SUV,no,6984,2,No,2,2275,8,1,Highly Urban/ Urban
897555319,0,1-Jul-33,66,0,8,20000,No,165000,Yes,M,Below High School,Blue Collar,40,Private,1500,7,SUV,yes,3331,1,No,6,616,1,1,Highly Urban/ Urban
148007906,0,7-Aug-48,51,0,7,33000,No,179000,Yes,M,Below High School,Blue Collar,32,Commercial,10570,3,Pickup,no,1529,2,No,0,0,4,0,Highly Urban/ Urban
699382604,1,25-Apr-44,55,1,12,6000,No,,Yes,F,Below High School,Student,31,Commercial,11130,3,SUV,no,0,0,No,0,13277,7,1,Highly Rural/ Rural
120253904,0,28-Jan-49,50,0,11,53000,No,188000,Yes,F,High School,Blue Collar,52,Commercial,26560,3,Pickup,no,0,0,No,0,0,1,0,Highly Urban/ Urban
179770748,0,15-Nov-58,41,0,12,,No,282000,Yes,M,Bachelors,Blue Collar,35,Commercial,20950,1,Van,yes,0,0,No,3,0,9,0,Highly Rural/ Rural
494349872,0,4-Feb-48,51,0,9,78000,No,263000,Yes,M,Bachelors,Manager,16,Private,6400,1,Pickup,no,0,0,No,0,0,12,0,Highly Urban/ Urban
477927525,0,14-Jan-69,30,2,7,,No,,Yes,F,Below High School,Student,52,Private,7530,1,Sports Car,no,0,0,No,2,0,1,0,Highly Urban/ Urban
324245158,0,1-Jun-44,55,0,,,No,140000,Yes,F,Below High School,Clerical,21,Private,9420,1,SUV,no,6161,3,No,2,0,7,0,Highly Urban/ Urban
450097524,0,4-Feb-45,54,0,12,112000,No,319000,Yes,M,PhD,Unknown,8,Commercial,25790,11,Panel Truck,yes,0,0,No,1,0,16,0,Highly Urban/ Urban
118841702,0,9-Dec-55,43,0,0,0,No,,Yes,F,High School,Home Maker,32,Private,14530,1,Minivan,no,8894,3,No,0,19745,12,1,Highly Urban/ Urban
894416584,1,18-Nov-57,41,1,12,62000,No,211000,Yes,F,Bachelors,Professional,25,Private,13220,1,Minivan,no,0,0,No,4,5320,8,1,Highly Urban/ Urban
739003058,0,7-Nov-54,45,0,14,37000,No,159000,No,F,Below High School,Clerical,65,Private,12000,1,SUV,no,0,0,No,0,0,7,0,Highly Rural/ Rural
524683007,0,30-Jul-47,52,0,10,44000,No,201000,Yes,F,Masters,Lawyer,43,Private,13290,10,SUV,no,9667,1,No,7,4312,16,1,Highly Urban/ Urban
605955259,0,13-Mar-60,39,0,11,93000,No,289000,Yes,M,Bachelors,Professional,46,Commercial,23790,6,Panel Truck,yes,24310,1,No,6,0,1,0,Highly Urban/ Urban
942337252,1,25-Sep-55,44,2,11,88000,Yes,,No,F,Bachelors,Professional,8,Private,14750,4,Minivan,no,0,0,Yes,0,0,8,0,Highly Urban/ Urban
499584399,0,13-Jan-56,43,2,10,103000,No,307000,Yes,F,Bachelors,Blue Collar,40,Commercial,11790,10,SUV,no,0,0,No,1,0,8,0,Highly Urban/ Urban
730621223,0,2-Dec-51,47,0,10,4000,No,,No,M,Below High School,Student,68,Private,17130,1,Van,yes,0,0,No,0,0,1,0,Highly Rural/ Rural
249934599,0,31-Dec-36,62,0,8,43000,No,,No,M,PhD,Doctor,5,Private,16410,1,SUV,yes,2999,1,No,1,0,,0,Highly Urban/ Urban
750731752,0,6-Feb-50,49,0,16,46000,No,204000,Yes,M,Bachelors,Professional,7,Commercial,18650,7,Van,no,0,0,No,1,0,5,0,Highly Urban/ Urban
101731472,0,17-May-64,35,2,14,29000,No,159000,Yes,F,High School,Blue Collar,45,Commercial,9170,11,SUV,no,1881,1,No,8,4127,7,1,Highly Urban/ Urban
741814356,0,5-Aug-57,42,0,12,4000,No,,Yes,F,Below High School,Student,23,Private,6120,12,SUV,no,4995,3,No,5,0,1,0,Highly Urban/ Urban
218583141,0,1-Jan-64,35,0,8,21000,No,130000,No,F,High School,Clerical,38,Private,7960,7,Sports Car,no,5002,1,No,0,7939,1,1,Highly Urban/ Urban
841247939,0,26-Feb-55,44,3,16,73000,Yes,,No,M,High School,Professional,38,Private,12380,1,Minivan,no,0,0,No,2,0,1,0,Highly Rural/ Rural
835345959,0,17-Dec-63,35,1,12,27000,Yes,,No,F,High School,Clerical,33,Private,5360,6,SUV,no,0,0,No,3,0,10,0,Highly Rural/ Rural
12136446,0,24-May-66,33,4,13,29000,No,128000,Yes,M,High School,Clerical,21,Commercial,24690,4,Panel Truck,no,0,0,Yes,0,5359,1,1,Highly Urban/ Urban
561801264,0,21-Dec-58,40,1,11,71000,Yes,165000,No,F,Bachelors,Blue Collar,27,Commercial,8630,3,SUV,no,0,0,No,0,0,12,0,Highly Rural/ Rural
184967702,0,28-Apr-44,55,0,14,32000,No,157000,Yes,M,Bachelors,Clerical,63,Private,11490,14,Pickup,no,6290,3,No,0,0,8,0,Highly Urban/ Urban
9697388,0,15-Mar-68,31,2,13,40000,No,200000,Yes,M,High School,Clerical,47,Commercial,16820,1,Van,no,5135,3,No,5,0,,0,Highly Urban/ Urban
631023812,0,4-Oct-67,32,2,13,34000,No,142000,Yes,F,Below High School,Blue Collar,48,Private,7640,17,Sports Car,no,0,0,No,2,6879,1,1,Highly Urban/ Urban
236446168,0,7-Aug-62,37,2,15,75000,No,278000,Yes,F,Masters,Lawyer,38,Private,18580,13,Minivan,no,0,0,No,0,0,16,0,Highly Urban/ Urban
215097189,0,25-Oct-40,59,0,13,61000,No,208000,Yes,M,Masters,Unknown,37,Commercial,19210,6,Van,yes,45254,2,Yes,9,2052,13,1,Highly Urban/ Urban
907303242,0,8-Dec-51,47,0,12,189000,No,,No,M,Masters,Manager,29,Private,10680,1,Pickup,no,0,0,No,0,0,13,0,Highly Urban/ Urban
583441358,0,12-Jul-44,55,0,10,110000,No,321000,Yes,F,Masters,Manager,7,Private,9500,4,SUV,no,0,0,No,0,0,13,0,Highly Urban/ Urban
828495272,0,7-Sep-51,48,0,12,38000,No,200000,No,M,Below High School,Blue Collar,19,Private,14200,6,Minivan,no,0,0,No,1,0,1,0,Highly Urban/ Urban
213914477,0,8-Dec-46,52,0,3,59000,No,223000,Yes,M,Bachelors,Manager,56,Private,17450,6,Van,yes,9175,3,No,5,0,9,0,Highly Urban/ Urban
99725535,1,29-Jun-56,43,1,10,99000,No,269000,Yes,M,Bachelors,Professional,50,Commercial,30300,6,Panel Truck,yes,0,0,No,1,0,14,0,Highly Rural/ Rural
631867230,1,24-May-61,38,1,9,23000,No,109000,Yes,M,Below High School,Clerical,36,Commercial,5300,10,Pickup,yes,0,0,No,2,0,1,0,Highly Rural/ Rural
971999697,0,29-Jun-34,65,0,9,26000,No,,No,M,PhD,Doctor,55,Private,10610,10,SUV,no,5766,3,No,0,0,23,0,Highly Urban/ Urban
120208418,0,25-Jul-55,44,0,11,33000,No,171000,No,M,Bachelors,Clerical,51,Private,19120,3,Minivan,no,0,0,Yes,0,5818,1,1,Highly Urban/ Urban
340669444,0,7-Nov-47,52,0,13,36000,No,,No,M,High School,Blue Collar,42,Commercial,27710,1,Panel Truck,yes,0,0,Yes,6,4369,1,1,Highly Urban/ Urban
543180647,2,28-Jun-55,44,2,0,0,No,,Yes,M,Below High School,Student,16,Private,13240,4,Minivan,yes,0,0,No,0,0,6,0,Highly Urban/ Urban
741222361,0,11-Jun-44,55,0,10,41000,No,,No,F,High School,Blue Collar,24,Commercial,18080,9,SUV,no,0,0,No,0,0,8,0,Highly Rural/ Rural
96249983,0,2-Feb-52,47,0,10,38000,No,,No,M,High School,Professional,40,Commercial,6300,7,Pickup,yes,34506,3,Yes,5,1691,1,1,Highly Urban/ Urban
710348768,0,24-Jun-64,35,2,0,0,No,,Yes,F,Bachelors,Student,5,Commercial,8920,6,SUV,no,6031,2,No,3,13491,5,1,Highly Urban/ Urban
805262362,0,10-Aug-69,30,4,0,0,Yes,,No,M,Bachelors,Student,32,Commercial,5080,7,Pickup,yes,7784,1,No,2,3274,6,1,Highly Urban/ Urban
521577431,0,14-Dec-49,49,0,14,29000,No,165000,No,M,Bachelors,Clerical,49,Commercial,5920,4,Pickup,yes,0,0,No,0,0,7,0,Highly Urban/ Urban
574409856,0,13-Jul-47,52,0,6,86000,No,287000,Yes,F,Bachelors,Professional,49,Commercial,17360,1,Pickup,no,0,0,No,2,0,14,0,Highly Urban/ Urban
478122711,0,8-Aug-62,37,0,11,23000,No,153000,Yes,F,Below High School,Blue Collar,24,Private,7530,7,Sports Car,no,6566,2,No,0,39687,5,1,Highly Urban/ Urban
386218363,0,17-Apr-40,59,0,14,108000,No,298000,Yes,F,Bachelors,Professional,22,Private,18550,6,SUV,no,0,0,No,0,0,4,0,Highly Urban/ Urban
296249489,0,21-Dec-66,32,1,12,14000,No,130000,Yes,F,High School,Clerical,44,Private,6080,6,SUV,no,2321,3,No,0,3559,10,1,Highly Urban/ Urban
835221275,0,7-Apr-64,35,3,15,26000,No,155000,Yes,M,High School,Clerical,36,Private,10710,1,Pickup,yes,0,0,No,2,7123,6,1,Highly Urban/ Urban
818409833,0,23-Jun-66,33,3,16,9000,No,,Yes,F,Below High School,Student,19,Commercial,4700,13,SUV,no,0,0,No,1,0,1,0,Highly Urban/ Urban
51876784,0,13-Jan-54,45,0,14,4000,No,89000,Yes,F,High School,Home Maker,45,Private,6440,7,SUV,no,0,0,No,1,0,10,0,Highly Rural/ Rural
225460877,0,19-Jul-45,54,0,11,66000,No,222000,Yes,F,High School,Blue Collar,37,Commercial,27270,1,SUV,no,5911,1,No,6,0,7,0,Highly Urban/ Urban
588741868,0,13-Aug-36,63,0,13,75000,No,,No,F,Masters,Lawyer,37,Private,15280,6,SUV,no,2487,1,No,8,32614,19,1,Highly Urban/ Urban
676137046,0,1-Jun-54,45,0,13,68000,No,207000,No,F,High School,Manager,12,Private,5330,1,SUV,no,3948,2,No,2,0,1,0,Highly Urban/ Urban
205071418,0,29-Nov-52,46,0,13,65000,No,,No,F,Bachelors,Professional,33,Private,12610,1,SUV,no,5219,3,No,5,7135,11,1,Highly Urban/ Urban
996435699,2,18-Nov-43,56,2,0,0,Yes,129000,No,F,High School,Home Maker,42,Private,7100,1,SUV,no,0,0,No,6,6524,9,1,Highly Urban/ Urban
724661801,0,21-May-40,59,0,0,0,No,122000,Yes,F,PhD,Doctor,17,Private,9940,4,SUV,no,0,0,No,0,0,9,0,Highly Urban/ Urban
639808409,0,20-Apr-56,43,0,10,126000,No,308000,Yes,F,Bachelors,Manager,21,Private,17430,3,Minivan,no,0,0,No,1,0,13,0,Highly Urban/ Urban
475955841,0,25-Mar-55,44,0,9,17000,No,,Yes,F,High School,Student,9,Private,29160,7,Minivan,no,1830,2,No,3,0,7,0,Highly Urban/ Urban
490562058,0,10-Mar-33,66,0,15,74000,No,277000,Yes,F,Masters,Lawyer,31,Private,15530,6,SUV,no,0,0,No,0,0,11,0,Highly Urban/ Urban
178961571,0,13-Sep-62,37,0,12,65000,No,226000,Yes,M,Masters,Professional,24,Commercial,7960,3,Pickup,no,0,0,Yes,0,1290,12,1,Highly Urban/ Urban
969569947,0,26-Sep-53,46,0,12,35000,No,177000,Yes,F,High School,Home Maker,28,Private,28470,1,Pickup,no,0,0,No,3,0,,0,Highly Urban/ Urban
401624808,0,15-Jul-57,42,0,10,22000,No,,No,F,Below High School,Home Maker,27,Private,9800,6,SUV,no,5229,2,No,6,3633,1,1,Highly Urban/ Urban
111885786,0,13-Jul-33,66,1,14,46000,No,208000,Yes,F,High School,Professional,30,Private,18880,3,Sports Car,no,28353,1,No,7,0,1,0,Highly Urban/ Urban
319264746,0,16-Feb-50,49,0,13,33000,No,169000,Yes,F,High School,Professional,56,Private,17380,6,SUV,no,0,0,No,0,4266,4,1,Highly Urban/ Urban
523439612,1,8-Dec-60,38,2,0,0,Yes,,No,F,Below High School,Home Maker,60,Private,5300,4,Sports Car,no,0,0,No,0,1875,4,1,Highly Urban/ Urban
588976888,0,4-Sep-50,49,0,13,74000,No,272000,Yes,M,Bachelors,Blue Collar,21,Commercial,8910,13,Pickup,yes,0,0,No,0,0,9,0,Highly Urban/ Urban
964020613,0,4-May-72,27,1,9,8000,Yes,55000,No,M,Below High School,Clerical,45,Private,19900,4,Van,no,0,0,No,3,4739,6,1,Highly Urban/ Urban
383853953,0,30-Sep-53,46,0,6,107000,No,312000,Yes,F,High School,Blue Collar,26,Commercial,12630,4,SUV,no,9091,3,No,0,0,10,0,Highly Urban/ Urban
585118384,0,18-Feb-60,39,0,14,167000,No,469000,Yes,M,PhD,Lawyer,25,Private,20910,10,Minivan,yes,0,0,No,1,0,13,0,Highly Urban/ Urban
931557642,0,6-Jun-54,45,0,5,90000,No,,No,F,Bachelors,Blue Collar,26,Commercial,30300,4,Pickup,no,4441,1,No,6,0,8,0,Highly Urban/ Urban
424427930,0,13-Oct-40,59,1,11,65000,Yes,,No,M,Bachelors,Professional,35,Private,17890,1,Van,no,0,0,No,0,20509,7,1,Highly Urban/ Urban
702961342,0,30-May-61,38,0,,20000,No,100000,Yes,F,Below High School,Clerical,18,Private,28850,9,Sports Car,no,0,0,No,0,0,1,0,Highly Urban/ Urban
874058106,0,31-May-55,44,2,13,11000,No,,Yes,M,High School,Student,17,Commercial,6960,1,Pickup,no,0,0,No,0,0,10,0,Highly Rural/ Rural
93017411,0,2-May-50,49,0,5,175000,No,475000,No,M,High School,Blue Collar,59,Commercial,18980,11,Van,no,2207,3,No,5,0,1,0,Highly Urban/ Urban
22340563,1,26-May-59,40,3,17,27000,No,170000,Yes,M,High School,Clerical,66,Private,10700,10,Minivan,no,0,0,No,1,0,1,0,Highly Rural/ Rural
630263481,0,13-Dec-52,46,0,12,82000,No,,No,M,Bachelors,Professional,44,Private,20510,4,Minivan,yes,34195,2,Yes,0,0,4,0,Highly Urban/ Urban
923385909,1,26-May-60,39,2,0,0,Yes,81000,No,F,High School,Home Maker,20,Private,6670,6,SUV,no,10102,1,Yes,5,0,10,0,Highly Urban/ Urban
447671839,0,26-Jun-49,50,0,10,114000,No,302000,Yes,F,Masters,Lawyer,56,Private,25790,1,Pickup,no,4733,3,No,2,0,14,0,Highly Urban/ Urban
843933160,0,3-Aug-53,46,0,11,72000,No,,No,F,Bachelors,Professional,53,Private,15340,1,SUV,no,0,0,No,0,2786,12,1,Highly Urban/ Urban
848712250,2,4-Dec-58,40,3,14,,No,168000,Yes,F,Bachelors,Professional,33,Private,24160,6,Minivan,no,0,0,No,0,0,15,0,Highly Rural/ Rural
991813736,1,20-Dec-61,37,4,16,74000,No,237000,Yes,F,Bachelors,Blue Collar,40,Commercial,11940,10,Minivan,no,5326,2,No,2,313,14,1,Highly Urban/ Urban
676841878,0,10-Mar-44,55,1,15,67000,No,229000,Yes,F,Bachelors,Blue Collar,72,Commercial,21130,9,Minivan,no,0,0,No,0,0,12,0,Highly Rural/ Rural
944945563,1,26-Aug-59,40,2,14,,No,123000,Yes,M,Below High School,Blue Collar,33,Private,7530,6,Minivan,yes,0,0,No,0,0,1,0,Highly Rural/ Rural
674380854,0,30-Dec-52,46,0,13,24000,No,143000,Yes,M,Masters,Lawyer,44,Private,11320,1,Pickup,yes,7387,2,No,4,0,18,0,Highly Urban/ Urban
